Ticket Number,Ticket_Date,Branch,ASM_Name,DC,Distributor_Code,Distributor_Name,Module_Name,Current_Status,CD_Type,Transporter,Ticket_Year,Ticket_Month,Unnamed: 13,Invoice_No_Extracted,Product_Code_Extracted,Batch_Code_Extracted,SKU_Name_Extracted,MRP_Extracted,Description,Closed_By,Closed_Date,Source_Status,Ticket_Year_Month,Ticket_Quarter,Ticket_Count,Open_Closed_Group,Issue_Category,Responsible_Area,Issue_Tags,Remarks_Updated,LR_No,Vehicle_No_Extracted,Quantity_Extracted,Order_ID_Extracted,Driver_Name_Extracted,Phone_No_Extracted,HSN_Code_Extracted,Reason_Extracted,DC_Issue_Status,DC_Code,ASM,Ticket_Number,Distributor_Code_Text,Distributor,Module,Invoice_Number,Batch_Code,SKU_Name,ASM_Zone,Product_Code_Count,Product_Code_Validation,Brand,CAT,BU,Brand_Mapping_Status,OTR_Month,OTR_Day,OTR_Week,Missing_Invoice_Flag,Missing_Product_Code_Flag,Missing_Batch_Flag,Missing_Brand_Mapping_Flag,Duplicate_Flag,Date_Validation_Status,Date_Difference_Days,Source_File,Source_Sheet
3000212-20260626-172507,2026-06-26,South Branch,L5 IN Kerala 1,7793,3000212,Pallickal Agencies,BI-Damages,Pending,GT Distributors,,2026,Jun,,,,61410455EA,,,MAGGI 2-MINN Chkn 48x142g  Batch code:61410455EA One packet was found broken inside the case.,,,Pending,2026-06,Q2,1,Open / Pending,,,,,,,61410455 EA,,,,,,DC Issue,7793,L5 IN Kerala 1,3000212-20260626-172507,3000212,Pallickal Agencies,BI-Damages,,61410455EA,,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-06,Friday,26,True,True,False,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
3000212-20260528-134032,2026-05-28,South Branch,L5 IN Kerala 1,7793,3000212,Pallickal Agencies,BI-Stock Shortages,Closed,GT Distributors,,2026,May,,,,,,40,"Today I received the invoice no.1365364886, Maggi 24x300g, but 4 cases are short. In the previous Invoice No.1365364483 22/05/26, there was also a shortage 1 case of the MRP 40/-  Maggi 48x152g . Please check and resolve this issue.",INPRAKASMA1,2026-03-07 19:56:45,Closed,2026-05,Q2,1,Closed,,,,,,,1 case,,,,,,DC Issue,7793,L5 IN Kerala 1,3000212-20260528-134032,3000212,Pallickal Agencies,BI-Stock Shortages,,,,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-05,Thursday,22,True,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
3000212-20260521-151924,2026-05-21,South Branch,L5 IN Kerala 1,7793,3000212,Pallickal Agencies,BI-Damages,Closed,GT Distributors,,2026,May,,,14176077,60881530MA,Nescafe chilled Latte 30x180ml,,"I have received the product with damaged packets. Some packets are broken, and Leakage so these stocks cannot be sold in the market. Product Code:14176077 Nescafe chilled Latte 30x180ml Batch code:60881530MA  1 case.",INPRAKASMA1,2026-03-07 19:56:45,Closed,2026-05,Q2,1,Closed,,,,,,,1 CASE,,,,,,DC Issue,7793,L5 IN Kerala 1,3000212-20260521-151924,3000212,Pallickal Agencies,BI-Damages,,60881530MA,Nescafe chilled Latte 30x180ml,Not Available,1,Valid 8 Digit Code,IN SSD : Nescafe RTD Cold Coffee,DAIRY,F&B,Exact Product Code Match,2026-05,Thursday,21,True,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
3000212-20260505-120750,2026-05-05,South Branch,L5 IN Kerala 1,7793,3000212,Pallickal Agencies,BI-Sealing Issue,Closed,GT Distributors,,2026,May,,,,,,30,"Maggi double Pack140g+10g=150g , MRP:30/- 8 pieces is sealing issue  Batch No.610704452CF these product received date:04.05.26.",INPRAKASMA1,2026-03-07 19:56:45,Closed,2026-05,Q2,1,Closed,,,,,,,8 PIECES,,,,,,DC Issue,7793,L5 IN Kerala 1,3000212-20260505-120750,3000212,Pallickal Agencies,BI-Sealing Issue,,,,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-05,Tuesday,19,True,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
3000212-20260413-155931,2026-04-13,South Branch,L5 IN Kerala 1,7793,3000212,Pallickal Agencies,BI-Damages,Closed,GT Distributors,,2026,Apr,,,12621098,5326417615,,,The Received load contain stock Kitkat Gooey Salted Crml 10(6x112g) product code:12621098 Batch code:5326417615 this product is melted and is not saleable.,INPRAKASMA1,2026-08-06 14:17:15,Closed,2026-04,Q2,1,Closed,,,,,,,,,,,,,DC Issue,7793,L5 IN Kerala 1,3000212-20260413-155931,3000212,Pallickal Agencies,BI-Damages,,5326417615,,Not Available,1,Valid 8 Digit Code,IN C&C : Kitkat Tablets,CHOCOLATE,F&B,Exact Product Code Match,2026-04,Monday,16,True,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
3000212-20260307-151922,2026-03-07,South Branch,L5 IN Kerala 1,7793,3000212,Pallickal Agencies,BI-Expiry / Bad Goods,Closed,GT Distributors,,2026,Mar,,,,,,,"To day we received the stock, but the expiry date is May 2026, which is very near. It will be difficult to sell this product. Nescafe ICE ROAST Product code:12591613.",INPRAKASMA1,2026-08-06 14:17:15,Closed,2026-03,Q1,1,Closed,,,,,,,,,,,,,DC Issue,7793,L5 IN Kerala 1,3000212-20260307-151922,3000212,Pallickal Agencies,BI-Expiry / Bad Goods,,,,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-03,Saturday,10,True,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601369-20260228-134803,2026-02-28,South Branch,L5 IN Andhrapradesh 3,C749,601369,Paluru Distributors,BI-Any other,Pending,GT Distributors,,2026,Feb,,,,,,,1 571 341 126 883fkz9v collection report not working,,,Pending,2026-02,Q1,1,Open / Pending,,,,,,,,,,,,,Not a DC Issue,C749,L5 IN Andhrapradesh 3,601369-20260228-134803,601369,Paluru Distributors,BI-Any other,,,,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-02,Saturday,9,True,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
7417239-20260605-103128,2026-06-05,South Branch,L5 IN Andhrapradesh 4,2032,7417239,Parameshwara Agencies,BI-Stock Shortages,Pending,GT Distributors,,2026,Jun,,,12608543,,product name Maggi 2 minn masala pouch 12*600g N1 IN,116,product code 12608543 product name Maggi 2 minn masala pouch 12*600g N1 IN MRP 116/-  2 CASES  SHORTAGE  LR NO 76373 MOBILE NO 7989880253 DRIVER NAME SHIVA VEHCILE NO  TG08HF6318 SHIFTING VECHICLE NO TG07W3745,,,Pending,2026-06,Q2,1,Open / Pending,,,,,76373 MOBILE NO 7989880253,TG08HF6318; TG07W3745,2 CASES,,,7989880253.0,,,DC Issue,2032,L5 IN Andhrapradesh 4,7417239-20260605-103128,7417239,Parameshwara Agencies,BI-Stock Shortages,,,product name Maggi 2 minn masala pouch 12*600g N1 IN,Not Available,1,Valid 8 Digit Code,IN CUL : Noodles,CULINARY,F&B,Exact Product Code Match,2026-06,Friday,23,True,False,True,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
7417239-20260430-194659,2026-04-30,South Branch,L5 IN Andhrapradesh 4,2032,7417239,Parameshwara Agencies,BI-Promo SKUs,Closed,GT Distributors,,2026,Apr,,1099846223,14504152,,product name milkybar choo jar 6(100*11g) PR Pen Fr in 5,,inv no 1099846223 in dt 16-04-2026 luxor uniflo ball pen  5 units set only 6 sets  recived remaing 24 sets shortage product code 14504152 product name milkybar choo jar 6(100*11g) PR Pen Fr in  5 cases only one jar one pen anni LR copy shortage not Raised,INPRAKASMA1,2026-03-07 19:56:45,Closed,2026-04,Q2,1,Closed,,,,,copy shortage not Raised,,5 UNITS; 5 CASES,,,,,,DC Issue,2032,L5 IN Andhrapradesh 4,7417239-20260430-194659,7417239,Parameshwara Agencies,BI-Promo SKUs,1099846223,,product name milkybar choo jar 6(100*11g) PR Pen Fr in 5,Not Available,1,Valid 8 Digit Code,IN C&C : Milkybar Choo,CHOCOLATE,F&B,Exact Product Code Match,2026-04,Thursday,18,False,False,True,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
7417239-20260430-195438,2026-04-30,South Branch,L5 IN Andhrapradesh 4,2032,7417239,Parameshwara Agencies,BI-Stock Shortages,Closed,GT Distributors,,2026,Apr,,1099847672,12608496,,product name Maggi 2 minn masala 48*150g Ni in 8 Units shortage,,Product code 12608496 product name Maggi 2 minn masala 48*150g Ni in 8 Units shortage INVOICE NO 1099847672 invoice dt 24-04-2026 LR No 74939  veh no TG08W0334 DRIVER NAME SIDANTH MOBILE  NO 7218059877,INPRAKASMA1,2026-03-07 19:56:45,Closed,2026-04,Q2,1,Closed,,,,,74939 veh no TG08W0334,TG08W0334,8 UNITS,,,7218059877.0,,,Not a DC Issue,2032,L5 IN Andhrapradesh 4,7417239-20260430-195438,7417239,Parameshwara Agencies,BI-Stock Shortages,1099847672,,product name Maggi 2 minn masala 48*150g Ni in 8 Units shortage,Not Available,1,Valid 8 Digit Code,IN CUL : Noodles,CULINARY,F&B,Exact Product Code Match,2026-04,Thursday,18,False,False,True,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601383-20260624-195004,2026-06-24,South Branch,L5 IN Karnataka 2,B929,601383,Pavan Agencies,BI-Batch Related Issues,Pending,GT Distributors,,2026,Jun,,,,,MAGGI Masala-ae-Magic 16(2(60x6g) N2 IN; MAGGI MeM 16(2(60x6g) PR Cassrole N1 IN,,EXCHANGE OF STOCK Invoice Number:- 938435483 Cmp invoice date :-22-06-2026 Product Code:-12729817 Product Name:- MAGGI Masala-ae-Magic 16(2(60x6g) N2 IN Batch :-60570452LA MRP:- 5 Invoice Qty:- 4CASES Received Stock product code :- 13944227 product Name:- MAGGI MeM 16(2(60x6g) PR Cassrole N1 IN Batch :- 60580452LC MRP :- 5 Invoiced Plain Stock Received Offer Stock Only Mother pack received Child Pack Not Received,,,Pending,2026-06,Q2,1,Open / Pending,,,,,,,4 CASES,,,,,,DC Issue,B929,L5 IN Karnataka 2,601383-20260624-195004,601383,Pavan Agencies,BI-Batch Related Issues,,,MAGGI Masala-ae-Magic 16(2(60x6g) N2 IN; MAGGI MeM 16(2(60x6g) PR Cassrole N1 IN,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-06,Wednesday,26,True,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601383-20260615-114252,2026-06-15,South Branch,L5 IN Karnataka 2,B929,601383,Pavan Agencies,BI-Stock Shortages,Pending,GT Distributors,,2026,Jun,,,,,LACTOGEN PRO 3 BIB 24x400g INJE087-2 IN,,Shortages Of Stock in Dc Sealed Case Invoice Number:-938433629 invoice date:- 11-06-2026 Received date  :- 13-06-2026 Product Code:- 13632238 Product Name:- LACTOGEN PRO 3 BIB 24x400g INJE087-2 IN Batch :- 61270453L2 MRP:- 450 Cases:- 5cases Shortage Qty:-3PCS,,,Pending,2026-06,Q2,1,Open / Pending,,,,,,,450 CASES; 5 CASES; 3 PCS,,,,,,DC Issue,B929,L5 IN Karnataka 2,601383-20260615-114252,601383,Pavan Agencies,BI-Stock Shortages,,,LACTOGEN PRO 3 BIB 24x400g INJE087-2 IN,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-06,Monday,25,True,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601383-20260615-114541,2026-06-15,South Branch,L5 IN Karnataka 2,B929,601383,Pavan Agencies,BI-Batch Related Issues,Pending,GT Distributors,,2026,Jun,,,,,MAGGI 2-MIN Spicy Garlic 24x248g IN,,NEAR EXPIRY STOCK RECEIVED (REQUIRED FOR VISHAL MEGA MART) Invoice Number:-938433630 invoice date:- 11-06-2026 Received date :- 13-06-2026 Product Code:- 12559238 Product Name:- MAGGI 2-MIN Spicy Garlic 24x248g IN Batch :- 60772814BC MRP:- 100 Cases:- 2 Mfg.:- 18-03-2026 Exp.:- 18-11-2026,,,Pending,2026-06,Q2,1,Open / Pending,,,,,,,100 CASES,,,,,,DC Issue,B929,L5 IN Karnataka 2,601383-20260615-114541,601383,Pavan Agencies,BI-Batch Related Issues,,,MAGGI 2-MIN Spicy Garlic 24x248g IN,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-06,Monday,25,True,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601383-20260615-115356,2026-06-15,South Branch,L5 IN Karnataka 2,B929,601383,Pavan Agencies,BI-Batch Related Issues,Pending,GT Distributors,,2026,Jun,,,,,MAGGI PAZZTA Masala 48x139g IN,,NEAR EXPIRY STOCK RECEIVED (REQUIRED FOR VISHAL MEGHA MART & SLOW MOVING SKU) Invoice Number:- 938433630 invoice date:- 11-06-2026 Received date :- 13-06-2026 Product Code:- 12559603 Product Name:- MAGGI PAZZTA Masala 48x139g IN Batch :- 60572814MA MRP:- 68 Cases:- 1 Mfg:- Feb-26 Exp.:-Oct-26,,,Pending,2026-06,Q2,1,Open / Pending,,,,,,,68 CASES,,,,,,DC Issue,B929,L5 IN Karnataka 2,601383-20260615-115356,601383,Pavan Agencies,BI-Batch Related Issues,,,MAGGI PAZZTA Masala 48x139g IN,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-06,Monday,25,True,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601383-20260613-183035,2026-06-13,South Branch,L5 IN Karnataka 2,B929,601383,Pavan Agencies,BI-Damages,Pending,GT Distributors,,2026,Jun,,,,,LACTOGEN PRO 3 BIB 24x400g INJE087-2 IN,,Stock Received in Damage Condition Invoice Number:-938433629 invoice date 11-06-2026 Received date :-13-06-2026 Product Code:-13632238 Product Name:-LACTOGEN PRO 3 BIB 24x400g INJE087-2 IN Batch :- 61270453L2 MRP:- 450 Cases:- 5 DAMAGE QTY:- 6CPS,,,Pending,2026-06,Q2,1,Open / Pending,,,,,,,450 CASES,,,,,,DC Issue,B929,L5 IN Karnataka 2,601383-20260613-183035,601383,Pavan Agencies,BI-Damages,,,LACTOGEN PRO 3 BIB 24x400g INJE087-2 IN,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-06,Saturday,24,True,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601383-20260523-164414,2026-05-23,South Branch,L5 IN Karnataka 2,B929,601383,Pavan Agencies,BI-Batch Related Issues,Closed,GT Distributors,,2026,May,,,,,MAGGI 2-MINN Spicy Garlic 96x62g N1 IN,,MISS MATCH OF MRP Invoice Number:- 938429334 invoice date:-20-05-2026 RECEIVED DATE :- 22-05-2026 Product Code:- 12559338 Product Name:- MAGGI 2-MINN Spicy Garlic 96x62g N1 IN INVOICE MRP :- 23 RECEIVED MRP :- 25 BATCH:- 53482814KB INVOICE QTY :- 1CASE RECEIVED QTY:- 1CASE,INPRAKASMA1,2026-03-07 19:56:45,Closed,2026-05,Q2,1,Closed,,,,,,,1 CASE,,,,,,DC Issue,B929,L5 IN Karnataka 2,601383-20260523-164414,601383,Pavan Agencies,BI-Batch Related Issues,,,MAGGI 2-MINN Spicy Garlic 96x62g N1 IN,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-05,Saturday,21,True,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601383-20260410-163354,2026-04-10,South Branch,L5 IN Karnataka 2,B929,601383,Pavan Agencies,BI-Batch Related Issues,Closed,GT Distributors,,2026,Apr,,,,,MAGGI Masala-ae-Magic Sbg 60x72g N2 IN,,NEAR EXPIRY STOCK RECEIVED Invoice Number:-938420443 Cmp invoice date:-08-04-2026 RECEIVED DATE:-10-04-2026 Product Code:- 12726758 Product Name:- MAGGI Masala-ae-Magic Sbg 60x72g N2 IN Batch :- 53540452LA MRP:- 60 Cases:-1 MFG MONTH:- DEC2025 EXP MONTH:- AUG2026,INPRAKASMA1,2026-08-06 14:17:15,Closed,2026-04,Q2,1,Closed,,,,,,,60 CASES,,,,,,DC Issue,B929,L5 IN Karnataka 2,601383-20260410-163354,601383,Pavan Agencies,BI-Batch Related Issues,,,MAGGI Masala-ae-Magic Sbg 60x72g N2 IN,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-04,Friday,15,True,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601383-20260410-163856,2026-04-10,South Branch,L5 IN Karnataka 2,B929,601383,Pavan Agencies,BI-Batch Related Issues,Closed,GT Distributors,,2026,Apr,,,,,MAGGI 2-MIN Spicy Garlic 24x248g IN,,NEAR EXPIRY STOCK RECEIVED Invoice Number:- 938420443 Cmp invoice date:- 08-04-2026 RECEIVED DATE:- 10-04-2026 Product Code:- 12559238 Product Name:- MAGGI 2-MIN Spicy Garlic 24x248g IN Batch :- 52812814BB 52822814BA 53452814BB MRP:- 92 Cases:- 5 MFG MONTH :- DEC 2025 EXP MONTH :- AUG2026,INPRAKASMA1,2026-08-06 14:17:15,Closed,2026-04,Q2,1,Closed,,,,,,,92 CASES,,,,,,DC Issue,B929,L5 IN Karnataka 2,601383-20260410-163856,601383,Pavan Agencies,BI-Batch Related Issues,,,MAGGI 2-MIN Spicy Garlic 24x248g IN,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-04,Friday,15,True,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601383-20260410-164409,2026-04-10,South Branch,L5 IN Karnataka 2,B929,601383,Pavan Agencies,BI-Any other,Closed,GT Distributors,,2026,Apr,,,,,MAGGI PAZZTA Cheese 96x75g IN,,MRP MISSMATCH STOCK RECEIVED Invoice Number:- 938420443 Cmp invoice date:- 08-04-2026 RECEIVED DATE:- 10-04-2026 Product Code:- 12559592 Product Name:- MAGGI PAZZTA Cheese 96x75g IN Batch :- 60842814PA INVOICE MRP:- 35 RECEIVED MRP:- 32,INPRAKASMA1,2026-08-06 14:17:15,Closed,2026-04,Q2,1,Closed,,,,,,,,,,,,,DC Issue,B929,L5 IN Karnataka 2,601383-20260410-164409,601383,Pavan Agencies,BI-Any other,,,MAGGI PAZZTA Cheese 96x75g IN,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-04,Friday,15,True,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601383-20260410-164701,2026-04-10,South Branch,L5 IN Karnataka 2,B929,601383,Pavan Agencies,BI-Batch Related Issues,Closed,GT Distributors,,2026,Apr,,,,MISSMATCH,NESCAFE Classic Latte Cnd 30x200ml IN INVOICED,,NEAR EXPIRY & BATCH MISSMATCH STOCK RECEIVED Invoice Number:-938420443 Cmp invoice date:-08-04-2026 RECEIVED DATE:- 10-04-2026 Product Code:- 12610095 Product Name:- NESCAFE Classic Latte Cnd 30x200ml IN INVOICED Batch :- 60817742AB RECEIVED BATCH :- 53087742AA MRP:- 75 Cases:- 2,INPRAKASMA1,2026-08-06 14:17:15,Closed,2026-04,Q2,1,Closed,,,,,,,75 CASES,,,,,,DC Issue,B929,L5 IN Karnataka 2,601383-20260410-164701,601383,Pavan Agencies,BI-Batch Related Issues,,MISSMATCH,NESCAFE Classic Latte Cnd 30x200ml IN INVOICED,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-04,Friday,15,True,True,False,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601383-20260402-105418,2026-04-02,South Branch,L5 IN Karnataka 2,B929,601383,Pavan Agencies,BI-Batch Related Issues,Closed,GT Distributors,,2026,Apr,,,,,KIT KAT DELIGHTS Multipack 48x150g IN,,NEAR EXPIRY STOCK RECEIVED Invoice Number:- 938413144 Cmp invoice date:-07-03-2026 RECEIVED DATE:- 11-03-2026 Product Code:- 13578953 Product Name:- KIT KAT DELIGHTS Multipack 48x150g IN Batch :- 52810454UX MRP:- 290 Cases:- 1CASES MFG MONTH:- Oct-25 EXP MONTH :- Aug-26,INPRAKASMA1,2026-08-06 14:17:15,Closed,2026-04,Q2,1,Closed,,,,,,,290 CASES; 1 CASES,,,,,,DC Issue,B929,L5 IN Karnataka 2,601383-20260402-105418,601383,Pavan Agencies,BI-Batch Related Issues,,,KIT KAT DELIGHTS Multipack 48x150g IN,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-04,Thursday,14,True,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601383-20260402-105833,2026-04-02,South Branch,L5 IN Karnataka 2,B929,601383,Pavan Agencies,BI-Batch Related Issues,Closed,GT Distributors,,2026,Apr,,,,,NAN LO-LAC IF BIB 24x200g INNE003 IN,,NEAR EXPIRY STOCK RECEIVED SLOW MOVING SKU REQUIRED ONLY FOR HOSPITAL CHEMIST Invoice Number:- 938416566 Cmp invoice date:- 22-03-2026 RECEIVED DATE:-23-03-2026 Product Code:- 12556491 Product Name:-NAN LO-LAC IF BIB 24x200g INNE003 IN Batch :- 52310453J1 MRP:- 375 Cases:- 1CASES MFG MONTH:-Jul-25 EXP MONTH :- Jul-26,INPRAKASMA1,2026-08-06 14:17:15,Closed,2026-04,Q2,1,Closed,,,,,,,375 CASES; 1 CASES,,,,,,DC Issue,B929,L5 IN Karnataka 2,601383-20260402-105833,601383,Pavan Agencies,BI-Batch Related Issues,,,NAN LO-LAC IF BIB 24x200g INNE003 IN,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-04,Thursday,14,True,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601383-20260402-110820,2026-04-02,South Branch,L5 IN Karnataka 2,B929,601383,Pavan Agencies,BI-Any other,Closed,GT Distributors,,2026,Apr,,,,,NESTLE NESTOGEN1 BIB24x400gINNN004-1NRIN,,MISSMATCH OF MRP STOCKS REMINDED DC MANAGER FOR 3-4 TIMES NEED MAIL FOR SRM Invoice Number:- 938411981 Cmp invoice date:- 04-03-2026 RECEIVED DATE:- 05-03-2026 Product Code:- 13107571 Product Name:-NESTLE NESTOGEN1 BIB24x400gINNN004-1NRIN Batch :- 52550453K1 MRP:- 299 Cases:- 1CASES INVOICED MRP:- 299 RECEIVED MRP:- 275,INPRAKASMA1,2026-08-06 14:17:15,Closed,2026-04,Q2,1,Closed,,,,,,,299 CASES; 1 CASES,,,,,,DC Issue,B929,L5 IN Karnataka 2,601383-20260402-110820,601383,Pavan Agencies,BI-Any other,,,NESTLE NESTOGEN1 BIB24x400gINNN004-1NRIN,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-04,Thursday,14,True,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601383-20260323-172313,2026-03-23,South Branch,L5 IN Karnataka 2,B929,601383,Pavan Agencies,BI-Stock Shortages,Closed,GT Distributors,,2026,Mar,,,,,EVERYDAY DW 12x1kg NR IN; MAGGI H&S Sce Doy 6(16x75g) N2 IN,,Total Shortages of 3cases 1)Invoice Number:- 938416566 Cmp invoice date :- 22-03-2026 Product Code:- 12610520 Product Name:- EVERYDAY DW 12x1kg NR IN Batch :- 606704519A MRP :- 625 Invoice Cases:- 1Cases Received Cases:- 0Cases 2)Invoice Number:- 938416566 Cmp invoice date:- 22-03-2026 Product Code:- 12595982 Product Name:- MAGGI H&S Sce Doy 6(16x75g) N2 IN Batch :- 60400451K2 MRP:- 22 Invoice Cases:- 2Cases Received Cases:- 0Cases Stock not received OF 3cases,INPRAKASMA1,2026-04-23 19:51:03,Closed,2026-03,Q1,1,Closed,,,,,,,3 CASES; 1 CASES; 0 CASES; 2 CASES,,,,,,DC Issue,B929,L5 IN Karnataka 2,601383-20260323-172313,601383,Pavan Agencies,BI-Stock Shortages,,,EVERYDAY DW 12x1kg NR IN; MAGGI H&S Sce Doy 6(16x75g) N2 IN,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-03,Monday,13,True,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601383-20260313-125242,2026-03-13,South Branch,L5 IN Karnataka 2,B929,601383,Pavan Agencies,BI-Batch Related Issues,Closed,GT Distributors,,2026,Mar,,,,,MAGGI 2-MIN Spicy Garlic 24x248g IN,,NEAR EXPIRY STOCK RECEIVED WE REQUIRED FOR KEY ACCOUNTS BILLING Invoice Number:- 938413660 Cmp invoice date:- 10-03-2026 RECEIVED DATE :- 12-03-2026 Product Code:- 12559238 Product Name:- MAGGI 2-MIN Spicy Garlic 24x248g IN Batch :- 52812814BB MRP :-92 MFG :- 08-10-2025 EXPIRY :- 08-06-2026 NEAR EXPIRY STOCK RECEIVED,INPRAKASMA1,2026-04-23 19:51:03,Closed,2026-03,Q1,1,Closed,,,,,,,,,,,,,DC Issue,B929,L5 IN Karnataka 2,601383-20260313-125242,601383,Pavan Agencies,BI-Batch Related Issues,,,MAGGI 2-MIN Spicy Garlic 24x248g IN,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-03,Friday,11,True,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601383-20260313-130835,2026-03-13,South Branch,L5 IN Karnataka 2,B929,601383,Pavan Agencies,BI-Batch Related Issues,Closed,GT Distributors,,2026,Mar,,,,,MAGGI 2-MIN Spicy Garlic 24x248g IN,,NEAR EXPIRY STOCK RECEIVED WE REQUIRED FOR KEY ACCOUNTS BILLING Invoice Number:- 938414147 Cmp invoice date:- 11-03-2026 RECEIVED DATE :- 13-03-2026 Product Code:- 12559238 Product Name:- MAGGI 2-MIN Spicy Garlic 24x248g IN Batch :- 52812814BB MRP :-92 INVOICE QTY :- 7CASES MFG :- 08-10-2025 EXPIRY :- 08-06-2026 NEAR EXPIRY STOCK RECEIVED,INPRAKASMA1,2026-04-23 19:51:03,Closed,2026-03,Q1,1,Closed,,,,,,,7 CASES,,,,,,DC Issue,B929,L5 IN Karnataka 2,601383-20260313-130835,601383,Pavan Agencies,BI-Batch Related Issues,,,MAGGI 2-MIN Spicy Garlic 24x248g IN,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-03,Friday,11,True,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601383-20260305-124702,2026-03-05,South Branch,L5 IN Karnataka 2,B929,601383,Pavan Agencies,BI-Batch Related Issues,Closed,GT Distributors,,2026,Mar,,,,,MAGGI 2-MIN Spicy Garlic 24x248g IN,,NEAR EXPIRY STOCK RECEIVED WE REQUIRED FOR KEY ACCOUNTS BILLING Invoice Number:- 938411348 Cmp invoice date:- 01-03-2026 RECEIVED DATE :- 02-03-2026 Product Code:- 12559238 Product Name:-MAGGI 2-MIN Spicy Garlic 24x248g IN Batch :- 52602814BA MRP :-100 MFG MONTH :- 17/09/2025 EXPIRY MONTH:- 17/05/2026,INPRAKASMA1,2026-04-23 19:51:03,Closed,2026-03,Q1,1,Closed,,,,,,,,,,,,,DC Issue,B929,L5 IN Karnataka 2,601383-20260305-124702,601383,Pavan Agencies,BI-Batch Related Issues,,,MAGGI 2-MIN Spicy Garlic 24x248g IN,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-03,Thursday,10,True,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
